"id","weight40","sex","Cluster","Cluster_labels"
111000,0.343964278697968,1,4,"Late & Diverse Transitions"
2931000,1.76745474338531,0,2,"Early Family Formation"
3491000,0.726560711860657,1,4,"Late & Diverse Transitions"
3902000,0.940405488014221,0,5,"Delayed Union Formation"
4814000,1.37315213680267,0,1,"Persistent Single"
8948000,0.709793269634247,1,4,"Late & Diverse Transitions"
9917000,0.417318105697632,0,2,"Early Family Formation"
10208000,0.525204658508301,0,4,"Late & Diverse Transitions"
10665000,3.52226448059082,1,2,"Early Family Formation"
10789000,1.01106250286102,1,2,"Early Family Formation"
10809000,1.18641245365143,1,5,"Delayed Union Formation"
11300000,1.68989682197571,1,1,"Persistent Single"
12490000,1.47570145130157,1,1,"Persistent Single"
13345000,0.845349431037903,1,1,"Persistent Single"
13588000,2.54356002807617,0,4,"Late & Diverse Transitions"
14722000,1.21751153469086,0,1,"Persistent Single"
14898000,0.574547708034515,1,1,"Persistent Single"
15310000,2.17986249923706,0,1,"Persistent Single"
15595000,0.265306502580643,0,1,"Persistent Single"
15975000,2.66874051094055,1,2,"Early Family Formation"
16512000,1.15702080726624,0,1,"Persistent Single"
16671000,0.495345592498779,1,3,"Stable Married, One Child"
16829000,1.00109326839447,1,4,"Late & Diverse Transitions"
17154000,0.42508789896965,0,2,"Early Family Formation"
17663000,0.607325375080109,1,5,"Delayed Union Formation"
18011000,1.05580186843872,0,5,"Delayed Union Formation"
19673000,0.898854792118073,1,3,"Stable Married, One Child"
20970000,0.719544291496277,0,3,"Stable Married, One Child"
22234000,0.69062876701355,0,5,"Delayed Union Formation"
22984000,2.24630045890808,0,5,"Delayed Union Formation"
24908000,0.799940586090088,1,1,"Persistent Single"
25498000,3.42489266395569,0,1,"Persistent Single"
26760000,0.655636727809906,0,3,"Stable Married, One Child"
27564000,1.86041724681854,1,3,"Stable Married, One Child"
30069000,1.50913286209106,0,2,"Early Family Formation"
30233000,1.07143080234528,1,1,"Persistent Single"
34182000,1.24187028408051,0,2,"Early Family Formation"
34283000,2.30995345115662,0,5,"Delayed Union Formation"
34410000,1.06341850757599,0,1,"Persistent Single"
35429000,1.0884131193161,0,2,"Early Family Formation"
37380000,0.227887377142906,0,2,"Early Family Formation"
38207000,1.62715590000153,0,2,"Early Family Formation"
38533000,0.531326055526733,0,3,"Stable Married, One Child"
38835000,3.30726432800293,0,2,"Early Family Formation"
40030000,0.410898655653,1,4,"Late & Diverse Transitions"
42446000,0.990875601768494,0,2,"Early Family Formation"
43116000,1.63227117061615,0,5,"Delayed Union Formation"
44386000,1.34449982643127,1,5,"Delayed Union Formation"
44495000,3.0251989364624,0,2,"Early Family Formation"
45091000,0.513090193271637,1,4,"Late & Diverse Transitions"
45705000,1.41643381118774,1,1,"Persistent Single"
46009000,0.390673339366913,1,4,"Late & Diverse Transitions"
46521000,0.252585679292679,1,4,"Late & Diverse Transitions"
49164000,0.916199803352356,0,5,"Delayed Union Formation"
51971000,1.40968787670135,0,1,"Persistent Single"
52154000,1.87363028526306,0,4,"Late & Diverse Transitions"
53356000,0.92373126745224,1,1,"Persistent Single"
54294000,1.24821615219116,1,2,"Early Family Formation"
55835000,1.01645219326019,0,3,"Stable Married, One Child"
56242000,1.23722553253174,0,2,"Early Family Formation"
56294000,0.85456657409668,0,5,"Delayed Union Formation"
61002000,0.92373126745224,1,1,"Persistent Single"
61085000,1.25387692451477,0,4,"Late & Diverse Transitions"
61227000,0.552318096160889,1,1,"Persistent Single"
61883000,3.40465545654297,0,2,"Early Family Formation"
61933000,1.07779765129089,0,5,"Delayed Union Formation"
63755000,1.04706001281738,0,2,"Early Family Formation"
64188000,1.91475760936737,0,1,"Persistent Single"
65300000,0.814108431339264,1,2,"Early Family Formation"
65317000,0.57160222530365,1,5,"Delayed Union Formation"
65342000,1.84152293205261,1,1,"Persistent Single"
65982000,2.26980352401733,0,2,"Early Family Formation"
66029000,2.3080313205719,1,2,"Early Family Formation"
66953000,2.10480856895447,0,5,"Delayed Union Formation"
66989000,0.238517791032791,1,2,"Early Family Formation"
67461000,0.65743488073349,1,2,"Early Family Formation"
68734000,4.85061168670654,1,1,"Persistent Single"
69675000,2.37409114837646,0,2,"Early Family Formation"
71223000,1.29448139667511,1,2,"Early Family Formation"
71780000,1.00551617145538,1,1,"Persistent Single"
72463000,0.866048872470856,0,5,"Delayed Union Formation"
74040000,0.718590140342712,1,4,"Late & Diverse Transitions"
74788000,0.561387062072754,0,4,"Late & Diverse Transitions"
76321000,0.765380024909973,1,1,"Persistent Single"
77366000,1.47928643226624,1,3,"Stable Married, One Child"
78454000,1.9030624628067,0,1,"Persistent Single"
78571000,0.801186859607697,1,3,"Stable Married, One Child"
78626000,1.56379151344299,1,1,"Persistent Single"
78724000,0.484808623790741,1,5,"Delayed Union Formation"
79758000,0.537887871265411,1,3,"Stable Married, One Child"
80740000,1.25831425189972,0,5,"Delayed Union Formation"
81093000,1.94278299808502,1,5,"Delayed Union Formation"
84146000,4.07891416549683,1,3,"Stable Married, One Child"
84512000,1.48978698253632,1,1,"Persistent Single"
86105000,0.525219202041626,0,2,"Early Family Formation"
86782000,2.63164019584656,0,2,"Early Family Formation"
87102000,1.6952303647995,0,1,"Persistent Single"
87939000,3.0857629776001,0,5,"Delayed Union Formation"
93194000,1.75117421150208,1,5,"Delayed Union Formation"
93440000,1.57241725921631,0,2,"Early Family Formation"
93716000,2.25493836402893,0,4,"Late & Diverse Transitions"
93888000,0.789678871631622,1,4,"Late & Diverse Transitions"
94740000,2.29929566383362,0,2,"Early Family Formation"
95759000,0.85813295841217,1,4,"Late & Diverse Transitions"
96098000,2.8154022693634,0,2,"Early Family Formation"
100906000,2.60687947273254,0,2,"Early Family Formation"
103783000,1.73317360877991,0,2,"Early Family Formation"
104387000,1.22041797637939,1,3,"Stable Married, One Child"
104834000,3.32645201683044,1,5,"Delayed Union Formation"
105390000,1.05194222927094,1,5,"Delayed Union Formation"
107394000,1.19983506202698,1,4,"Late & Diverse Transitions"
107873000,0.978637039661407,0,5,"Delayed Union Formation"
109954000,1.3159738779068,1,1,"Persistent Single"
110610000,0.877045154571533,1,1,"Persistent Single"
111849000,0.41058760881424,1,4,"Late & Diverse Transitions"
113432000,0.591290354728699,0,2,"Early Family Formation"
114258000,0.913493454456329,1,1,"Persistent Single"
116702000,2.02584385871887,1,4,"Late & Diverse Transitions"
117064000,0.955492198467255,0,5,"Delayed Union Formation"
118356000,0.743095993995667,1,5,"Delayed Union Formation"
118533000,1.72256994247437,0,2,"Early Family Formation"
119542000,1.65149581432343,0,1,"Persistent Single"
120284000,1.75041842460632,0,1,"Persistent Single"
120372000,0.850221753120422,0,1,"Persistent Single"
120659000,0.38249534368515,1,4,"Late & Diverse Transitions"
122017000,0.653077185153961,1,4,"Late & Diverse Transitions"
122141000,1.19497036933899,1,3,"Stable Married, One Child"
122556000,1.78960311412811,0,1,"Persistent Single"
123583000,1.40289127826691,1,3,"Stable Married, One Child"
123827000,1.06822144985199,0,1,"Persistent Single"
124084000,0.425215393304825,1,4,"Late & Diverse Transitions"
124342000,0.599352240562439,0,4,"Late & Diverse Transitions"
124996000,1.41075766086578,0,2,"Early Family Formation"
125240000,0.659446597099304,1,5,"Delayed Union Formation"
127557000,1.59306263923645,1,5,"Delayed Union Formation"
129996000,0.761928260326385,1,2,"Early Family Formation"
130081000,2.12478685379028,1,2,"Early Family Formation"
130222000,3.49733781814575,0,2,"Early Family Formation"
131407000,1.32861912250519,0,2,"Early Family Formation"
131548000,1.34860932826996,0,5,"Delayed Union Formation"
133145000,2.97503089904785,1,2,"Early Family Formation"
133474000,0.654425323009491,0,5,"Delayed Union Formation"
133500000,0.941990852355957,1,4,"Late & Diverse Transitions"
133955000,2.0333297252655,1,2,"Early Family Formation"
134796000,0.909159600734711,0,5,"Delayed Union Formation"
135811000,1.25622820854187,1,1,"Persistent Single"
136160000,2.18776369094849,0,4,"Late & Diverse Transitions"
136558000,1.20604431629181,1,1,"Persistent Single"
137031000,2.20039439201355,1,5,"Delayed Union Formation"
137685000,1.34296178817749,1,4,"Late & Diverse Transitions"
139457000,2.03726959228516,1,5,"Delayed Union Formation"
142841000,0.796635866165161,1,1,"Persistent Single"
144292000,3.18884110450745,1,1,"Persistent Single"
145772000,9.1004753112793,1,5,"Delayed Union Formation"
146330000,2.09726476669312,0,1,"Persistent Single"
148583000,1.40420830249786,0,5,"Delayed Union Formation"
149379000,1.71036517620087,0,1,"Persistent Single"
150252000,1.28168559074402,1,1,"Persistent Single"
151831000,0.991446077823639,1,1,"Persistent Single"
151982000,0.71277779340744,0,1,"Persistent Single"
152261000,1.89717733860016,1,2,"Early Family Formation"
153963000,0.238176971673965,0,3,"Stable Married, One Child"
155493000,0.56525182723999,0,2,"Early Family Formation"
155667000,1.87726604938507,0,2,"Early Family Formation"
157976000,1.54532635211945,1,2,"Early Family Formation"
160586000,0.362025916576385,0,1,"Persistent Single"
161089000,1.0592622756958,1,1,"Persistent Single"
162124000,0.925077974796295,1,1,"Persistent Single"
163570000,0.914943873882294,0,4,"Late & Diverse Transitions"
164278000,1.32962143421173,0,2,"Early Family Formation"
166058000,0.25844407081604,1,2,"Early Family Formation"
166381000,1.21313297748566,0,1,"Persistent Single"
166701000,1.76329123973846,1,2,"Early Family Formation"
166739000,0.736131250858307,1,5,"Delayed Union Formation"
166748000,0.525045156478882,0,1,"Persistent Single"
167863000,3.65969061851501,0,2,"Early Family Formation"
168818000,1.68511092662811,0,2,"Early Family Formation"
169208000,1.1909122467041,0,5,"Delayed Union Formation"
169437000,2.23910737037659,1,2,"Early Family Formation"
170448000,0.942905604839325,0,5,"Delayed Union Formation"
173152000,0.912726998329163,1,1,"Persistent Single"
176459000,0.286103218793869,1,4,"Late & Diverse Transitions"
176945000,1.49383676052094,0,5,"Delayed Union Formation"
177662000,1.84029877185822,1,1,"Persistent Single"
177737000,1.35779058933258,0,3,"Stable Married, One Child"
179755000,1.23528754711151,0,1,"Persistent Single"
180726000,0.840610444545746,0,3,"Stable Married, One Child"
181290000,1.90947473049164,1,5,"Delayed Union Formation"
1.82e+08,0.335749357938766,1,1,"Persistent Single"
182320000,1.20190489292145,1,5,"Delayed Union Formation"
183758000,1.09408128261566,1,5,"Delayed Union Formation"
183910000,1.7677389383316,1,2,"Early Family Formation"
186052000,1.56184160709381,1,3,"Stable Married, One Child"
186151000,1.11607933044434,0,5,"Delayed Union Formation"
186563000,1.50238752365112,1,5,"Delayed Union Formation"
188914000,1.47392141819,1,5,"Delayed Union Formation"
190785000,1.92912912368774,1,2,"Early Family Formation"
191394000,0.960304319858551,1,1,"Persistent Single"
192969000,1.41419291496277,1,5,"Delayed Union Formation"
193684000,1.17964506149292,1,5,"Delayed Union Formation"
194417000,2.10698556900024,1,1,"Persistent Single"
194567000,1.76216948032379,1,1,"Persistent Single"
194802000,0.910760641098022,1,2,"Early Family Formation"
195255000,0.468996345996857,0,4,"Late & Diverse Transitions"
195271000,1.29959964752197,0,2,"Early Family Formation"
195736000,0.855973899364471,1,5,"Delayed Union Formation"
196788000,0.583356440067291,0,1,"Persistent Single"
196923000,1.1829993724823,1,1,"Persistent Single"
198210000,0.440709680318832,1,4,"Late & Diverse Transitions"
198387000,0.723157107830048,1,2,"Early Family Formation"
198903000,1.18106305599213,0,4,"Late & Diverse Transitions"
200068000,0.702560722827911,1,3,"Stable Married, One Child"
201274000,0.339136123657227,1,5,"Delayed Union Formation"
201802000,1.28408062458038,0,5,"Delayed Union Formation"
203704000,0.688475966453552,0,2,"Early Family Formation"
204884000,0.31379097700119,1,1,"Persistent Single"
205325000,0.918892443180084,0,4,"Late & Diverse Transitions"
205669000,2.04343843460083,1,2,"Early Family Formation"
206783000,6.44048452377319,0,5,"Delayed Union Formation"
207437000,0.530788958072662,1,4,"Late & Diverse Transitions"
207896000,1.77742457389832,0,3,"Stable Married, One Child"
208625000,1.35816931724548,0,2,"Early Family Formation"
208756000,0.430955499410629,0,5,"Delayed Union Formation"
209102000,2.77563571929932,1,2,"Early Family Formation"
211081000,1.59091877937317,1,1,"Persistent Single"
212148000,1.10271525382996,1,5,"Delayed Union Formation"
212313000,0.792848944664001,1,1,"Persistent Single"
214187000,0.687788069248199,0,1,"Persistent Single"
214301000,1.24678122997284,1,5,"Delayed Union Formation"
216598000,1.95716750621796,0,1,"Persistent Single"
216798000,0.914167881011963,1,3,"Stable Married, One Child"
217524000,0.487069815397263,1,3,"Stable Married, One Child"
217811000,0.61079066991806,1,4,"Late & Diverse Transitions"
218456000,1.79704034328461,1,3,"Stable Married, One Child"
218615000,1.35882592201233,1,1,"Persistent Single"
221712000,0.489936500787735,1,4,"Late & Diverse Transitions"
222170000,1.86844003200531,1,4,"Late & Diverse Transitions"
222250000,1.59504127502441,0,5,"Delayed Union Formation"
223372000,0.963087499141693,1,1,"Persistent Single"
223411000,0.508522391319275,1,1,"Persistent Single"
224096000,1.66521155834198,0,1,"Persistent Single"
224167000,1.16685485839844,0,4,"Late & Diverse Transitions"
225472000,1.2342324256897,1,2,"Early Family Formation"
227905000,1.47190737724304,1,2,"Early Family Formation"
227970000,1.09633576869965,0,2,"Early Family Formation"
228193000,2.39450621604919,0,1,"Persistent Single"
228376000,1.12223029136658,1,2,"Early Family Formation"
229744000,1.64592981338501,0,4,"Late & Diverse Transitions"
230149000,1.99288296699524,0,2,"Early Family Formation"
230458000,0.66438215970993,0,3,"Stable Married, One Child"
231958000,2.04548668861389,1,3,"Stable Married, One Child"
232490000,0.586944997310638,1,3,"Stable Married, One Child"
232696000,0.738411426544189,1,3,"Stable Married, One Child"
233478000,1.37017250061035,0,5,"Delayed Union Formation"
234469000,1.63027894496918,1,5,"Delayed Union Formation"
236538000,3.35677146911621,0,1,"Persistent Single"
237142000,0.987191915512085,0,1,"Persistent Single"
237508000,2.92084050178528,0,3,"Stable Married, One Child"
239909000,0.607325375080109,1,5,"Delayed Union Formation"
240570000,0.336547642946243,0,1,"Persistent Single"
241119000,0.67214572429657,1,1,"Persistent Single"
242471000,0.951970040798187,1,5,"Delayed Union Formation"
242889000,0.46656459569931,1,5,"Delayed Union Formation"
243610000,3.59968447685242,1,5,"Delayed Union Formation"
244227000,2.29691576957703,1,5,"Delayed Union Formation"
244406000,0.459743559360504,1,4,"Late & Diverse Transitions"
246064000,1.03052830696106,0,4,"Late & Diverse Transitions"
246806000,0.583051383495331,1,4,"Late & Diverse Transitions"
247322000,1.07685506343842,0,2,"Early Family Formation"
248094000,0.912333607673645,1,1,"Persistent Single"
248801000,1.44931101799011,0,2,"Early Family Formation"
248893000,0.430159747600555,0,5,"Delayed Union Formation"
250958000,0.762419939041138,1,1,"Persistent Single"
251210000,1.23995280265808,1,1,"Persistent Single"
251242000,0.253708064556122,0,2,"Early Family Formation"
251398000,0.890645802021027,1,1,"Persistent Single"
254464000,2.0399923324585,0,1,"Persistent Single"
255426000,0.514501392841339,1,1,"Persistent Single"
255911000,2.05832934379578,0,5,"Delayed Union Formation"
256952000,1.50382733345032,1,5,"Delayed Union Formation"
261306000,1.32169461250305,0,2,"Early Family Formation"
261594000,0.914730489253998,0,2,"Early Family Formation"
261826000,1.43885457515717,1,5,"Delayed Union Formation"
264520000,0.978590965270996,1,4,"Late & Diverse Transitions"
265284000,1.49468374252319,0,5,"Delayed Union Formation"
265780000,1.93190920352936,0,5,"Delayed Union Formation"
266558000,1.88202166557312,1,2,"Early Family Formation"
267074000,1.09648418426514,0,5,"Delayed Union Formation"
267082000,0.417829364538193,0,2,"Early Family Formation"
267534000,1.32097768783569,0,2,"Early Family Formation"
268843000,0.448217213153839,1,3,"Stable Married, One Child"
269216000,0.922216594219208,1,3,"Stable Married, One Child"
270916000,2.30561470985413,0,3,"Stable Married, One Child"
271206000,1.39767563343048,1,5,"Delayed Union Formation"
271873000,1.66205370426178,1,5,"Delayed Union Formation"
274163000,1.04532706737518,0,1,"Persistent Single"
274310000,1.53404545783997,0,2,"Early Family Formation"
277300000,2.48764586448669,0,1,"Persistent Single"
277546000,0.588122487068176,1,5,"Delayed Union Formation"
281253000,3.24035310745239,0,2,"Early Family Formation"
281494000,0.958050549030304,1,2,"Early Family Formation"
281501000,0.511913001537323,1,5,"Delayed Union Formation"
281611000,0.276417225599289,0,1,"Persistent Single"
285323000,2.35769939422607,0,5,"Delayed Union Formation"
285377000,2.72000217437744,1,1,"Persistent Single"
286639000,1.30118501186371,0,5,"Delayed Union Formation"
288673000,1.49992752075195,1,1,"Persistent Single"
290549000,2.28233671188354,0,2,"Early Family Formation"
291499000,1.29354226589203,1,5,"Delayed Union Formation"
292284000,0.760590791702271,1,4,"Late & Diverse Transitions"
293768000,1.4211151599884,1,1,"Persistent Single"
294454000,0.72594428062439,1,1,"Persistent Single"
298206000,0.913661360740662,1,5,"Delayed Union Formation"
301130000,1.23951983451843,0,1,"Persistent Single"
301266000,2.56066250801086,1,2,"Early Family Formation"
302410000,1.23666667938232,1,1,"Persistent Single"
303017000,0.683934986591339,1,1,"Persistent Single"
303020000,1.02766537666321,0,5,"Delayed Union Formation"
305189000,1.50319623947144,1,2,"Early Family Formation"
305965000,1.15883135795593,0,1,"Persistent Single"
306041000,1.80935645103455,1,4,"Late & Diverse Transitions"
306601000,2.77177953720093,1,5,"Delayed Union Formation"
307848000,0.366541564464569,1,5,"Delayed Union Formation"
308041000,1.71996247768402,0,1,"Persistent Single"
308874000,3.04568457603455,1,5,"Delayed Union Formation"
311226000,0.914254307746887,1,1,"Persistent Single"
312439000,0.331802248954773,0,4,"Late & Diverse Transitions"
312900000,2.14757227897644,0,2,"Early Family Formation"
312937000,0.386548817157745,0,5,"Delayed Union Formation"
314208000,1.11063992977142,0,1,"Persistent Single"
315902000,0.450784295797348,1,5,"Delayed Union Formation"
316487000,3.11053156852722,1,1,"Persistent Single"
318024000,3.10681629180908,1,2,"Early Family Formation"
320191000,1.50394809246063,1,2,"Early Family Formation"
321598000,0.653870642185211,1,4,"Late & Diverse Transitions"
322120000,1.46513032913208,1,5,"Delayed Union Formation"
322308000,1.12578856945038,0,2,"Early Family Formation"
323516000,1.26445043087006,1,1,"Persistent Single"
325644000,0.700030028820038,0,5,"Delayed Union Formation"
326109000,1.35662066936493,0,1,"Persistent Single"
326272000,0.590000689029694,1,1,"Persistent Single"
327824000,0.351811587810516,0,2,"Early Family Formation"
329045000,1.00435924530029,1,1,"Persistent Single"
329784000,1.42801547050476,1,1,"Persistent Single"
331092000,1.53518390655518,0,2,"Early Family Formation"
332207000,0.73030823469162,0,5,"Delayed Union Formation"
332789000,1.0553035736084,1,1,"Persistent Single"
332836000,1.49840545654297,1,3,"Stable Married, One Child"
333694000,0.345104485750198,0,5,"Delayed Union Formation"
335218000,1.12878167629242,1,3,"Stable Married, One Child"
339603000,0.738042533397675,1,5,"Delayed Union Formation"
340759000,1.29186987876892,0,1,"Persistent Single"
342796000,0.950449228286743,0,2,"Early Family Formation"
343252000,2.70036602020264,1,5,"Delayed Union Formation"
343977000,0.297054320573807,1,4,"Late & Diverse Transitions"
345464000,0.629344522953033,0,5,"Delayed Union Formation"
346288000,1.67335915565491,1,1,"Persistent Single"
346749000,1.05217373371124,0,5,"Delayed Union Formation"
346757000,3.37146401405334,1,1,"Persistent Single"
347419000,0.487819492816925,1,5,"Delayed Union Formation"
347844000,0.939659655094147,0,4,"Late & Diverse Transitions"
350598000,0.434652268886566,1,3,"Stable Married, One Child"
351368000,0.783580899238586,0,2,"Early Family Formation"
352683000,0.266787350177765,0,5,"Delayed Union Formation"
354600000,0.762892782688141,1,3,"Stable Married, One Child"
355323000,1.04869282245636,0,5,"Delayed Union Formation"
356580000,2.59271097183228,1,2,"Early Family Formation"
356963000,1.02407598495483,1,5,"Delayed Union Formation"
357454000,1.23593378067017,0,5,"Delayed Union Formation"
359593000,1.23416590690613,1,2,"Early Family Formation"
359992000,0.568305373191833,1,3,"Stable Married, One Child"
361133000,0.666700720787048,0,5,"Delayed Union Formation"
361368000,2.133465051651,0,1,"Persistent Single"
361454000,1.41254448890686,0,2,"Early Family Formation"
362220000,0.420872062444687,0,2,"Early Family Formation"
363216000,1.23520004749298,0,2,"Early Family Formation"
363650000,0.634135961532593,0,4,"Late & Diverse Transitions"
365369000,0.978716135025024,1,2,"Early Family Formation"
365632000,1.47403335571289,1,5,"Delayed Union Formation"
367567000,1.61638236045837,0,2,"Early Family Formation"
368606000,1.00994110107422,0,2,"Early Family Formation"
369841000,0.296882599592209,1,4,"Late & Diverse Transitions"
370599000,0.56609445810318,1,1,"Persistent Single"
370701000,1.92372465133667,1,5,"Delayed Union Formation"
371502000,2.08028030395508,1,5,"Delayed Union Formation"
371681000,0.793351113796234,1,1,"Persistent Single"
372187000,1.13412892818451,0,3,"Stable Married, One Child"
372653000,1.07207405567169,0,2,"Early Family Formation"
374226000,1.0500568151474,0,1,"Persistent Single"
376096000,4.0407862663269,0,2,"Early Family Formation"
376660000,2.2727210521698,0,1,"Persistent Single"
376747000,1.20351338386536,1,5,"Delayed Union Formation"
377376000,0.955194056034088,1,5,"Delayed Union Formation"
377948000,1.43949592113495,0,1,"Persistent Single"
378192000,1.25542664527893,1,2,"Early Family Formation"
379202000,0.497460216283798,1,3,"Stable Married, One Child"
379600000,1.37692308425903,0,2,"Early Family Formation"
382069000,2.14968752861023,1,5,"Delayed Union Formation"
383800000,1.85979056358337,1,1,"Persistent Single"
384856000,1.68922030925751,0,2,"Early Family Formation"
385904000,0.53426867723465,0,3,"Stable Married, One Child"
386327000,3.32821178436279,0,2,"Early Family Formation"
387393000,1.58749759197235,0,2,"Early Family Formation"
388181000,1.21380770206451,1,1,"Persistent Single"
390068000,0.564236402511597,0,5,"Delayed Union Formation"
390509000,0.670754551887512,1,5,"Delayed Union Formation"
391905000,1.0863676071167,1,2,"Early Family Formation"
392616000,1.80610322952271,1,3,"Stable Married, One Child"
392829000,0.810755252838135,1,1,"Persistent Single"
392864000,1.03049921989441,1,1,"Persistent Single"
394081000,1.91116297245026,0,5,"Delayed Union Formation"
395121000,0.794034779071808,0,1,"Persistent Single"
395945000,0.904500186443329,1,4,"Late & Diverse Transitions"
396485000,1.49883186817169,1,1,"Persistent Single"
396674000,0.555841267108917,1,5,"Delayed Union Formation"
396692000,0.582932531833649,1,1,"Persistent Single"
397235000,1.88559687137604,0,2,"Early Family Formation"
401369000,0.727259695529938,1,4,"Late & Diverse Transitions"
402594000,0.496048957109451,1,4,"Late & Diverse Transitions"
404867000,1.23476350307465,0,2,"Early Family Formation"
405352000,0.733074188232422,1,4,"Late & Diverse Transitions"
405484000,0.887083888053894,1,5,"Delayed Union Formation"
