name,ccode,conflict,ongoing,year,time,t2,t3,hhi,population,GDPpc,dem,colfra,colbrit,LandArea,f1conflict,f2conflict,l1hhi,hhi2,AidgdpMovAvg4,AidgdpMovAvg5,AidgdpDrop4_15,AidgdpDrop4_5,AidgdpDrop5_5,AidgdpDrop5_15,hhiAidpopDrop4_15,hhiAidDrop4_15,gdp_time,gdp_t2,gdp_t3,l1GDPpc,l1LandArea,l1dem,l1population,reerus2,l1reerus2,l1dem2,hhiAidgdpDrop4_15,hhiAidgdpDrop5_15,hhiAidDrop5_15,hhiAidgdpDrop4_5,hhiAidgdpDrop5_5,disasters,f1AidgdpDrop5_15,l1disasters,f1GDPpc,f1dem,f1population,f1disasters,l1AidgdpMovAvg5,f1AidgdpMovAvg5,AidgdpDrop4_20,AidgdpDrop4_10,AidgdpDrop5_20,AidgdpDrop5_10,hhiAidgdpDrop4_20,hhiAidgdpDrop4_10,hhiAidgdpDrop5_20,hhiAidgdpDrop5_10,r_ccode,totprog_f,totcom,progshare,alltied,tiedshare,ShareNGODisb,ShareGovDisb,DepAidgdpMovAvg5
Tunisia,616,0,0,1981,1,1,1,.2181244,6555184.540000003,23.088758,5,1,0,15536,0,0,.26602262,.047578257,5.7761536e-08,6.1093971e-08,1,0,0,1,.2181244,.2181244,1,1,1,22.721479,15536,6,6384000,106.25417,98.853333,6,.2181244,.2181244,.2181244,0,0,0,0,0,23.447206,5,6729178.5,1,6.4888418e-08,5.4387726e-08,1,0,1,0,.2181244,0,.2181244,0,616,11180,116049.16,.096338488,0,0,,,-2.0201481e-08
Tunisia,616,0,0,1982,2,4,8,.28183725,6729178.330000001,23.447206,5,1,0,15536,0,0,.2181244,.079432242,5.1578958e-08,5.4387726e-08,0,0,0,0,.28183725,.28183725,1,1,1,23.088758,15536,5,6555184.5,117.98417,106.25417,5,0,0,.28183725,0,0,1,0,0,23.172504,5,6905136,0,6.1093971e-08,4.9078494e-08,1,0,1,0,.28183725,0,.28183725,0,616,11583.98,165548.09,.069973506,0,0,,,-1.5311096e-08
Tunisia,616,0,0,1983,3,9,27,.1952097,6905135.989999998,23.172504,5,1,0,15536,0,0,.28183725,.038106825,3.9823803e-08,4.9078494e-08,0,0,0,0,0,0,2,4,8,23.447206,15536,5,6729178.5,121.41333,117.98417,5,0,0,0,0,0,0,0,1,21.392998,5,7042550,0,5.4387726e-08,3.9807638e-08,0,0,0,0,0,0,0,0,616,19014.154,42868.477,.4435463,16299.978,.38023224,,,-9.3355279e-09
Tunisia,616,0,0,1984,4,16,64,.21564147,7042550.139999998,21.392998,5,1,0,15536,0,0,.1952097,.046501242,3.9206100e-08,3.9807638e-08,0,0,0,0,0,0,3,9,27,23.172504,15536,5,6905136,127.43833,121.41333,5,0,0,0,0,0,0,0,0,21.048452,5,7260361,0,4.9078494e-08,3.8337550e-08,0,0,0,0,0,0,0,0,616,31515.205,101222.76,.31134504,90945.93,.89847314,,,-4.9442863e-09
Tunisia,616,0,0,1985,5,25,125,.24407059,7260360.97,21.048452,5,1,0,15536,0,0,.21564147,.059570454,3.8643858e-08,3.8337550e-08,0,0,0,0,0,.24407059,4,16,64,21.392998,15536,5,7042550,131.52834,127.43833,5,0,0,0,0,0,0,0,0,19.344923,6,7492632.5,1,3.9807638e-08,3.6896676e-08,0,0,0,0,0,0,0,0,616,12601.383,155376.73,.081102125,131207.61,.84444821,,,-8.4296152e-09
Tunisia,616,0,0,1986,6,36,216,.24493933,7492632.580000002,19.344923,6,1,0,15536,0,0,.24407059,.059995275,3.5897720e-08,3.6896676e-08,0,0,0,0,0,.24493933,5,25,125,21.048452,15536,5,7260361,113.74833,131.52834,5,0,0,.24493933,0,0,1,0,0,19.303471,6,7684751.5,0,3.8337550e-08,3.4180783e-08,0,0,0,0,0,0,0,0,616,54881.309,269057.28,.2039763,222740.47,.82785517,,,-9.5836441e-09
Tunisia,616,0,0,1987,7,49,343,.27096525,7684751.360000003,19.303471,6,1,0,15536,0,0,.24493933,.073422164,3.2956819e-08,3.4180783e-08,0,0,0,0,0,0,6,36,216,19.344923,15536,6,7492632.5,103.40334,113.74833,6,0,0,0,0,0,0,0,1,18.716366,6,7857619,4,3.6896676e-08,3.2846366e-08,0,0,0,0,0,0,0,0,616,59118.57,213074.06,.27745551,163058.66,.76526749,,,-1.7762458e-09
Tunisia,616,0,0,1988,8,64,512,.19096929,7857618.98,18.716366,6,1,0,15536,0,0,.27096525,.03646927,3.1122212e-08,3.2846366e-08,0,0,0,0,0,0,7,49,343,19.303471,15536,6,7684751.5,96.161667,103.40334,6,0,0,0,0,0,4,0,0,18.12188,5,7958694.5,0,3.4180783e-08,3.1781802e-08,0,0,0,0,0,0,0,0,616,141016.7,281806.94,.50040179,219937.56,.78045475,,,1.5737873e-09
Tunisia,616,0,0,1989,9,81,729,.17095038,7958694.400000003,18.12188,5,1,0,15536,0,0,.19096929,.029224033,3.1011414e-08,3.1781802e-08,0,0,0,0,0,0,8,64,512,18.716366,15536,6,7857619,98.638336,96.161667,6,0,0,0,0,0,0,0,4,18.741377,5,8154400,2,3.2846366e-08,3.0092302e-08,0,0,0,0,0,0,0,0,616,197455.09,343714.63,.57447392,195282.48,.56815296,,,-5.3659508e-09
Tunisia,616,0,0,1990,10,100,1000,.20021601,8154400,18.741377,5,1,0,15536,0,0,.17095038,.040086452,3.0138395e-08,3.0092302e-08,0,0,0,0,0,0,9,81,729,18.12188,15536,5,7958694.5,95.665001,98.638336,5,0,0,0,0,0,2,0,0,19.312248,5,8318200,0,3.1781802e-08,2.9489719e-08,0,0,0,0,0,0,0,0,616,84523.508,288443.03,.29303363,161807.02,.56096697,,,-3.1972800e-09
Tunisia,616,0,0,1991,11,121,1331,.2217539,8318200,19.312248,5,1,0,15536,0,0,.20021601,.049174789,3.0033892e-08,2.9489719e-08,0,0,0,0,0,0,10,100,1000,18.741377,15536,5,8154400,93.373329,95.665001,5,0,0,0,0,0,0,0,2,19.667377,6,8489900,0,3.0092302e-08,2.9906911e-08,0,0,0,0,0,0,0,0,616,99159.922,222389.95,.4458831,183183.14,.82370239,,,-9.0726350e-11
Tunisia,616,0,0,1992,12,144,1728,.35270861,8489900,19.667377,6,1,0,15536,0,0,.2217539,.12440336,2.9282505e-08,2.9906911e-08,0,0,0,0,0,0,11,121,1331,19.312248,15536,5,8318200,91.464165,93.373329,5,0,0,0,0,0,0,0,0,19.3013,6,8657400,0,2.9489719e-08,2.9187591e-08,0,0,0,0,0,0,0,0,616,164474.8,275368.47,.59728986,215080.77,.78106534,,,-1.0989765e-09
Tunisia,616,0,0,1993,13,169,2197,.25360256,8657400,19.3013,6,1,0,15536,0,0,.35270861,.064314261,2.7879450e-08,2.9187591e-08,0,0,0,0,.25360256,.25360256,12,144,1728,19.667377,15536,6,8489900,93.772499,91.464165,6,0,0,.25360256,0,0,0,0,0,19.296398,6,8815400,1,2.9906911e-08,2.5692124e-08,1,0,1,0,.25360256,0,.25360256,0,616,180239,441354.31,.40837711,40323.355,.091362774,,,-1.2244770e-08
Tunisia,616,0,0,1994,14,196,2744,.32172695,8815400,19.296398,6,1,0,15536,0,0,.25360256,.10350823,2.5511193e-08,2.5692124e-08,0,0,0,0,.32172695,.32172695,13,169,2197,19.3013,15536,6,8657400,93.455002,93.772499,6,0,0,.32172695,0,0,1,0,0,19.157961,6,8957500,0,2.9187591e-08,2.2891022e-08,1,0,1,0,.32172695,0,.32172695,0,616,80503.945,234470.23,.34334397,115625.4,.49313465,,,-1.3281785e-08
Tunisia,616,0,0,1995,15,225,3375,.32615516,8957500,19.157961,6,1,0,15536,0,0,.32172695,.10637718,2.1890022e-08,2.2891022e-08,0,0,0,0,.32615516,.32615516,14,196,2744,19.296398,15536,6,8815400,93.03083,93.455002,6,0,0,.32615516,0,0,0,0,1,19.806084,6,9089300,0,2.5692124e-08,1.9946278e-08,1,0,1,0,.32615516,0,.32615516,0,616,50458.109,430166.09,.11729913,170845.36,.39716139,,,-1.0719721e-08
Tunisia,616,0,0,1996,16,256,4096,.24935411,9089300,19.806084,6,1,0,15536,0,0,.32615516,.062177472,1.7583099e-08,1.9946278e-08,0,0,0,0,0,.24935411,15,225,3375,19.157961,15536,6,8957500,96.665833,93.03083,6,0,0,.24935411,0,0,0,0,0,19.444214,6,9215000,0,2.2891022e-08,1.5993228e-08,0,0,1,0,0,0,.24935411,0,616,27250.244,601242.94,.045323182,155651.39,.2588827,,,-1.0312533e-08
Tunisia,616,0,0,1997,17,289,4913,.23062643,9215000,19.444214,6,1,0,15536,0,0,.24935411,.053188551,1.2789552e-08,1.5993228e-08,0,0,0,0,0,0,16,256,4096,19.806084,15536,6,9089300,102.0325,96.665833,6,0,0,.23062643,0,0,0,0,0,19.357388,6,9333300,0,1.9946278e-08,1.2410934e-08,0,0,0,0,0,0,0,0,616,5276.8354,277664.88,.019004332,112691.41,.40585405,,,-5.0967643e-09
Tunisia,616,0,0,1998,18,324,5832,.2850461,9333300,19.357388,6,1,0,15536,0,0,.23062643,.081251279,1.1277962e-08,1.2410934e-08,0,0,0,0,0,0,17,289,4913,19.444214,15536,6,9215000,109.12333,102.0325,6,0,0,0,0,0,0,0,0,19.746481,6,9455900,0,1.5993228e-08,1.1734328e-08,0,0,0,0,0,0,0,0,616,28979.139,384425.53,.07538297,204214.14,.53121901,,,1.1488576e-09
Tunisia,616,0,0,1999,19,361,6859,.31600946,9455900,19.746481,6,1,0,15536,0,0,.2850461,.099861979,1.1565326e-08,1.1734328e-08,0,0,0,0,0,0,18,324,5832,19.357388,15536,6,9333300,106.45417,109.12333,6,0,0,0,0,0,0,0,0,19.901159,6,9563500,1,1.2410934e-08,1.2084014e-08,0,0,0,0,0,0,0,0,616,6071.6406,409607.06,.014823086,22365.258,.05460174,,,2.4244395e-09
Tunisia,616,0,0,2000,20,400,8000,.32229245,9563500,19.901159,6,1,0,15536,0,0,.31600946,.10387242,1.2062192e-08,1.2084014e-08,0,0,0,0,0,0,19,361,6859,19.746481,15536,6,9455900,110.07417,106.45417,6,0,0,0,0,0,1,0,0,20.709663,6,9673600,0,1.1734328e-08,1.2529418e-08,0,0,0,0,0,0,0,0,616,525.44171,404330.88,.001299534,27478.414,.067960218,,,2.3143125e-09
Tunisia,616,0,0,2001,21,441,9261,.32767063,9673600,20.709663,6,1,0,15536,0,0,.32229245,.10736804,1.3253337e-08,1.2529418e-08,0,0,0,0,0,0,20,400,8000,19.901159,15536,6,9563500,116.35583,110.07417,6,0,0,0,0,0,0,0,1,20.950661,6,9781900,2,1.2084014e-08,1.3397844e-08,0,0,0,0,0,0,0,0,616,,,,,,,,1.4464520e-09
Tunisia,616,0,0,2002,22,484,10648,.35825613,9781900,20.950661,6,1,0,15536,0,0,.32767063,.12834746,1.4023189e-08,1.3397844e-08,0,0,0,0,0,0,21,441,9261,20.709663,15536,6,9673600,115.44833,116.35583,6,0,0,0,0,0,2,0,0,21.524866,6,9839800,4,1.2529418e-08,1.3723771e-08,0,0,0,0,0,0,0,0,616,,,,,,,,-8.7174296e-10
Tunisia,616,0,0,2003,23,529,12167,.31421047,9839800,21.524866,6,1,0,15536,0,0,.35825613,.098728225,1.3764766e-08,1.3723771e-08,0,0,0,0,0,0,22,484,10648,20.950661,15536,6,9781900,106.73666,115.44833,6,0,0,0,0,0,4,0,2,21.824574,6,9932400,3,1.3397844e-08,1.3514385e-08,0,0,0,0,0,0,0,0,616,3162.0901,396455.81,.007975895,8220.2695,.02073439,,,-1.2109109e-09
Tunisia,616,0,0,2004,24,576,13824,.35033008,9932400,21.824574,6,1,0,15536,0,0,.31421047,.12273117,1.3353289e-08,1.3514385e-08,0,0,0,0,0,0,23,529,12167,21.524866,15536,6,9839800,101.31084,106.73666,6,0,0,0,0,0,3,0,4,22.183441,6,10029000,0,1.3723771e-08,1.3031914e-08,0,0,0,0,0,0,0,0,616,1,511655.81,1.9544389e-06,58429.699,.11419728,.0027911596,.0046509872,-1.7679704e-09
Tunisia,616,0,0,2005,25,625,15625,.3690702,10029000,22.183441,6,1,0,15536,0,0,.35033008,.13621281,1.2690312e-08,1.3031914e-08,0,0,0,0,0,0,24,576,13824,21.824574,15536,6,9932400,99.999168,101.31084,6,0,0,0,0,0,0,0,3,22.580736,6,10128100,1,1.3514385e-08,1.2863048e-08,0,0,0,0,0,0,0,0,616,25371.086,330882.75,.076676965,73778.445,.22297458,.0028471691,.032796782,5.2208138e-10
Tunisia,616,0,0,2006,26,676,17576,.34121343,10128100,22.580736,6,1,0,15536,0,0,.3690702,.11642661,1.2584843e-08,1.2863048e-08,0,0,0,0,0,0,25,625,15625,22.183441,15536,6,10029000,99.859169,99.999168,6,0,0,0,0,0,1,0,0,23.337591,7,10225400,2,1.3031914e-08,1.2551216e-08,0,0,0,0,0,0,0,0,616,20949.631,314173.22,.066681787,80694.836,.25684825,.0027473392,.59186429,-4.4634016e-10
Tunisia,616,0,0,2007,27,729,19683,.36201078,10225400,23.337591,7,1,0,15536,0,,.34121343,.13105181,1.2557495e-08,1.2551216e-08,0,0,0,0,0,.36201078,26,676,17576,22.580736,15536,6,10128100,96.339996,99.859169,6,0,0,.36201078,0,0,2,0,1,,,,1,1.2863048e-08,1.1533898e-08,0,0,0,0,0,0,0,0,616,138660.77,688531.63,.2013862,55288.852,.080299653,.005060582,.5093466,-5.1117048e-09
Tunisia,616,0,0,2008,28,784,21952,,,,,,,15536,,,.36201078,,1.1289157e-08,1.1533898e-08,0,0,0,0,,,27,729,19683,23.337591,15536,7,10225400,94.114998,96.339996,7,,,,,,1,,2,,,,,1.2551216e-08,,0,0,0,0,,,,,616,,,,,,.035600923,.58904529,
Libya,620,0,0,1970,1,1,1,.5005511,1994000,74.992157,,0,0,175954,0,0,,.2505514,,,0,0,0,0,0,0,1,1,1,,,,,138.04584,,,0,0,0,0,0,0,0,,69.219017,,2079897,0,,0,0,0,0,0,0,0,0,0,620,,,,,,,,
Libya,620,0,0,1971,2,4,8,.79341966,2079897,69.219017,,0,0,175954,0,0,.5005511,.62951475,0,0,0,0,0,0,0,0,2,4,8,74.992157,175954,,1994000,134.12083,138.04584,,0,0,0,0,0,0,0,0,69.536316,7,2169965,0,,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1972,3,9,27,.52870405,2169965,69.536316,7,0,0,175954,0,0,.79341966,.27952796,0,0,0,0,0,0,0,0,3,9,27,69.219017,175954,,2079897,123.985,134.12083,7,0,0,0,0,0,0,0,0,64.43911,7,2264278,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1973,4,16,64,.96834713,2264278,64.43911,7,0,0,175954,0,0,.52870405,.93769616,0,0,0,0,0,0,0,0,4,16,64,69.536316,175954,7,2169965,112.57584,123.985,7,0,0,0,0,0,0,0,0,79.773209,7,2362900,0,0,0,0,0,0,0,0,0,0,0,620,10434,10664,.97843212,0,0,,,0
Libya,620,0,0,1974,5,25,125,.95457387,2362900,79.773209,7,0,0,175954,0,0,.96834713,.91121125,0,0,0,0,0,0,0,0,5,25,125,64.43911,175954,7,2264278,107.53333,112.57584,7,0,0,0,0,0,0,0,0,63.924541,7,2466000,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1975,6,36,216,.37871,2466000,63.924541,7,0,0,175954,0,0,.95457387,.14342126,0,0,0,0,0,0,.37871,0,6,36,216,79.773209,175954,7,2362900,105.59583,107.53333,7,0,0,0,0,0,0,0,0,72.507309,7,2572382,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1976,7,49,343,.9342612,2572382,72.507309,7,0,0,175954,0,0,.37871,.87284398,0,0,0,0,0,0,0,0,7,49,343,63.924541,175954,7,2466000,106.23083,105.59583,7,0,0,0,0,0,0,0,0,78.830635,6,2682149,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1977,8,64,512,.9388082,2682149,78.830635,6,0,0,175954,0,0,.9342612,.88136083,0,0,0,0,0,0,0,0,8,64,512,72.507309,175954,7,2572382,104.23333,106.23083,7,0,0,0,0,0,0,0,0,71.106583,6,2798193,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1978,9,81,729,.90453517,2798193,71.106583,6,0,0,175954,0,0,.9388082,.8181839,0,0,0,0,0,0,0,0,9,81,729,78.830635,175954,6,2682149,95.864166,104.23333,6,0,0,0,0,0,0,0,0,88.792549,6,2924439,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1979,10,100,1000,.69173783,2924439,88.792549,6,0,0,175954,0,0,.90453517,.47850123,0,0,0,0,0,0,0,0,10,100,1000,71.106583,175954,6,2798193,96.933334,95.864166,6,0,0,0,0,0,0,0,0,102.39196,6,3063000,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1980,11,121,1331,.62148196,3063000,102.39196,6,0,0,175954,0,0,.69173783,.38623983,0,0,0,0,0,0,0,0,11,121,1331,88.792549,175954,6,2924439,98.853333,96.933334,6,0,0,0,0,0,0,0,0,79.844627,6,3215651,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1981,12,144,1728,.39416271,3215651,79.844627,6,0,0,175954,0,0,.62148196,.15536425,0,0,0,0,0,0,0,0,12,144,1728,102.39196,175954,6,3063000,106.25417,98.853333,6,0,0,0,0,0,0,0,0,74.205292,6,3379582,0,0,0,0,0,0,0,0,0,0,0,620,9.7301998,9.7301998,1,0,0,,,0
Libya,620,0,0,1982,13,169,2197,.29513785,3379582,74.205292,6,0,0,175954,0,0,.39416271,.087106355,0,0,0,0,0,0,0,0,13,169,2197,79.844627,175954,6,3215651,117.98417,106.25417,6,0,0,0,0,0,0,0,0,66.502548,6,3546713,0,0,0,0,0,0,0,0,0,0,0,620,.41170001,.41170001,1,0,0,,,0
Libya,620,0,0,1983,14,196,2744,.34681028,3546713,66.502548,6,0,0,175954,0,0,.29513785,.12027737,0,0,0,0,0,0,0,0,14,196,2744,74.205292,175954,6,3379582,121.41333,117.98417,6,0,0,0,0,0,0,0,0,55.20303,6,3706058,0,0,0,0,0,0,0,0,0,0,0,620,46.9631,46.9631,1,0,0,,,0
Libya,620,0,0,1984,15,225,3375,.35364723,3706058,55.20303,6,0,0,175954,0,0,.34681028,.12506637,0,0,0,0,0,0,0,0,15,225,3375,66.502548,175954,6,3546713,127.43833,121.41333,6,0,0,0,0,0,0,0,0,52.88026,6,3849801,0,0,0,0,0,0,0,0,0,0,0,620,8.0826998,8.0826998,1,0,0,,,0
Libya,620,0,0,1985,16,256,4096,.32420722,3849801,52.88026,6,0,0,175954,0,0,.35364723,.10511032,0,0,0,0,0,0,0,0,16,256,4096,55.20303,175954,6,3706058,131.52834,127.43833,6,0,0,0,0,0,0,0,0,47.789612,6,3974945,0,0,0,0,0,0,0,0,0,0,0,620,900.96521,1907.2545,.47238857,0,0,,,0
Libya,620,0,0,1986,17,289,4913,.53338522,3974945,47.789612,6,0,0,175954,0,0,.32420722,.28449979,0,0,0,0,0,0,0,0,17,289,4913,52.88026,175954,6,3849801,113.74833,131.52834,6,0,0,0,0,0,0,0,0,42.529037,6,4083884,0,0,0,0,0,0,0,0,0,0,0,620,30.4035,30.4035,1,0,0,,,0
Libya,620,0,0,1987,18,324,5832,.30362672,4083884,42.529037,6,0,0,175954,0,0,.53338522,.092189185,0,0,0,0,0,0,0,0,18,324,5832,47.789612,175954,6,3974945,103.40334,113.74833,6,0,0,0,0,0,0,0,0,42.637173,6,4180891,1,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1988,19,361,6859,.30145821,4180891,42.637173,6,0,0,175954,0,0,.30362672,.090877049,0,0,0,0,0,0,0,0,19,361,6859,42.529037,175954,6,4083884,96.161667,103.40334,6,0,0,0,0,0,1,0,0,40.581608,7,4272744,1,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1989,20,400,8000,.70745921,4272744,40.581608,7,0,0,175954,0,0,.30145821,.50049853,0,0,0,0,0,0,0,0,20,400,8000,42.637173,175954,6,4180891,98.638336,96.161667,6,0,0,0,0,0,1,0,1,34.393208,7,4364594,0,0,0,0,0,0,0,0,0,0,0,620,0,586.93109,0,0,0,,,0
Libya,620,0,0,1990,21,441,9261,.71633685,4364594,34.393208,7,0,0,175954,0,0,.70745921,.51313847,0,0,0,0,0,0,0,0,21,441,9261,40.581608,175954,7,4272744,95.665001,98.638336,7,0,0,0,0,0,0,0,1,33.10339,7,4457510,0,0,0,0,0,0,0,0,0,0,0,620,697.57397,3109.3667,.224346,365.70441,.11761379,,,0
Libya,620,0,0,1991,22,484,10648,.26920158,4457510,33.10339,7,0,0,175954,0,0,.71633685,.072469488,0,0,0,0,0,0,0,0,22,484,10648,34.393208,175954,7,4364594,93.373329,95.665001,7,0,0,0,0,0,0,0,0,31.782082,7,4550448,2,0,0,0,0,0,0,0,0,0,0,620,0,635.25879,0,2.6744001,.004209938,,,0
Libya,620,0,0,1992,23,529,12167,.37049377,4550448,31.782082,7,0,0,175954,0,0,.26920158,.13726564,0,0,0,0,0,0,0,0,23,529,12167,33.10339,175954,7,4457510,91.464165,93.373329,7,0,0,0,0,0,2,0,0,28.6297,7,4644022,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1993,24,576,13824,.27237257,4644022,28.6297,7,0,0,175954,0,0,.37049377,.074186817,0,0,0,0,0,0,0,0,24,576,13824,31.782082,175954,7,4550448,93.772499,91.464165,7,0,0,0,0,0,0,0,2,27.988077,7,4738499,0,0,0,0,0,0,0,0,0,0,0,620,,,,,,,,0
Libya,620,0,0,1994,25,625,15625,.2615504,4738499,27.988077,7,0,0,175954,0,0,.27237257,.068408608,0,0,0,0,0,0,0,0,25,625,15625,28.6297,175954,7,4644022,93.455002,93.772499,7,0,0,0,0,0,0,0,0,26.834131,7,4834163,1,0,0,0,0,0,0,0,0,0,0,620,0,830.9751,0,317.4552,.38202733,,,0
Libya,620,0,0,1995,26,676,17576,.39537761,4834163,26.834131,7,0,0,175954,0,0,.2615504,.15632345,0,0,0,0,0,0,0,0,26,676,17576,27.988077,175954,7,4738499,93.03083,93.455002,7,0,0,0,0,0,1,0,0,28.462694,7,4931620,1,0,0,0,0,0,0,0,0,0,0,620,0,1387.3387,0,128.91339,.092921354,,,0
Libya,620,0,0,1996,27,729,19683,.32545376,4931620,28.462694,7,0,0,175954,0,0,.39537761,.10592015,0,0,0,0,0,0,0,0,27,729,19683,26.834131,175954,7,4834163,96.665833,93.03083,7,0,0,0,0,0,1,0,1,26.832237,7,5031470,0,0,0,0,0,0,0,0,0,0,0,620,0,540.12292,0,31.1082,.057594668,,,0
Libya,620,0,0,1997,28,784,21952,.34515315,5031470,26.832237,7,0,0,175954,0,0,.32545376,.1191307,0,0,0,0,0,0,0,0,28,784,21952,28.462694,175954,7,4931620,102.0325,96.665833,7,0,0,0,0,0,0,0,1,22.61957,7,5133872,0,0,0,0,0,0,0,0,0,0,0,620,0,505.74609,0,75.966499,.15020679,,,0
Libya,620,0,0,1998,29,841,24389,.40763292,5133872,22.61957,7,0,0,175954,0,0,.34515315,.16616459,0,0,0,0,0,0,0,0,29,841,24389,26.832237,175954,7,5031470,109.12333,102.0325,7,0,0,0,0,0,0,0,0,22.787899,7,5238843,0,0,0,0,0,0,0,0,0,0,0,620,0,770.82831,0,251.37291,.32610753,,,0
Libya,620,0,0,1999,30,900,27000,.44296253,5238843,22.787899,7,0,0,175954,0,0,.40763292,.19621579,0,0,0,0,0,0,0,0,30,900,27000,22.61957,175954,7,5133872,106.45417,109.12333,7,0,0,0,0,0,0,0,0,26.67861,7,5346375,1,0,2.6298947e-11,0,0,0,0,0,0,0,0,620,0,2733.991,0,69.544601,.025437027,,,1.3149473e-10
Libya,620,0,0,2000,31,961,29791,,5346375,26.67861,7,0,0,175954,0,0,.44296253,,3.2873683e-11,2.6298947e-11,0,0,0,0,,,31,961,29791,22.787899,175954,7,5238843,110.07417,106.45417,7,,,,,,1,0,0,28.821972,7,5456532,0,0,2.6298947e-11,0,0,0,0,,,,,620,0,411.71332,0,0,0,,,-2.6298947e-11
Libya,620,0,0,2001,32,1024,32768,,5456532,28.821972,7,0,0,175954,0,0,,,3.2873683e-11,2.6298947e-11,0,0,0,0,,,32,1024,32768,26.67861,175954,7,5346375,116.35583,110.07417,7,,,,,,0,0,1,25.629898,7,5569372,2,2.6298947e-11,2.6298947e-11,0,0,0,0,,,,,620,,,,,,,,-2.6298947e-11
Libya,620,0,0,2002,33,1089,35937,,5569372,25.629898,7,0,0,175954,0,0,,,3.2873683e-11,2.6298947e-11,0,0,0,0,,,33,1089,35937,28.821972,175954,7,5456532,115.44833,116.35583,7,,,,,,2,0,0,31.603418,7,5684810,0,2.6298947e-11,2.6298947e-11,0,0,0,0,,,,,620,,,,,,,,-2.6298947e-11
Libya,620,0,0,2003,34,1156,39304,,5684810,31.603418,7,0,0,175954,0,0,,,3.2873683e-11,2.6298947e-11,0,0,0,0,,,34,1156,39304,25.629898,175954,7,5569372,106.73666,115.44833,7,,,,,,0,0,2,36.267937,7,5802700,2,2.6298947e-11,2.6298947e-11,0,0,0,0,,,,,620,0,5029.6099,0,123.03,.024461141,,,-2.6298947e-11
Libya,620,0,0,2004,35,1225,42875,,5802700,36.267937,7,0,0,175954,0,0,,,0,2.6298947e-11,0,0,0,0,,,35,1225,42875,31.603418,175954,7,5684810,101.31084,106.73666,7,,,,,,2,0,0,42.050735,7,5922832,0,2.6298947e-11,0,0,0,0,0,,,,,620,0,9500.2949,0,32.836399,.0034563558,,,-2.6298947e-11
Libya,620,0,0,2005,36,1296,46656,.37231177,5922832,42.050735,7,0,0,175954,0,0,,.13861606,0,0,0,0,0,0,0,0,36,1296,46656,36.267937,175954,7,5802700,99.999168,101.31084,7,0,0,0,0,0,0,0,2,49.783119,7,6045033,0,2.6298947e-11,8.3138940e-11,0,0,0,0,0,0,0,0,620,0,12536.871,0,4143.0918,.33047256,,.030802883,4.1569467e-10
Libya,620,0,0,2006,37,1369,50653,.58495897,6045033,49.783119,7,0,0,175954,0,,.37231177,.342177,1.0392367e-10,8.3138940e-11,0,0,0,0,0,0,37,1369,50653,42.050735,175954,7,5922832,99.859169,99.999168,7,0,0,0,0,0,0,0,0,53.250301,7,6168997,0,0,2.3518620e-10,0,0,0,0,0,0,0,0,620,0,33443.023,0,29526.512,.88289005,.00060639641,.18296914,6.7709738e-10
Libya,620,0,0,2007,38,1444,54872,.21521223,6168997,53.250301,7,0,0,175954,,,.58495897,.046316303,2.9398275e-10,2.3518620e-10,0,0,0,0,0,0,38,1444,54872,49.783119,175954,7,6045033,96.339996,99.859169,7,0,0,0,0,0,0,,0,,,,,8.3138940e-11,,0,0,0,0,0,0,0,0,620,0,14920.242,0,9182.9746,.61547089,.020831384,.8139869,6.4468673e-11
Sudan,625,1,0,1970,0,0,0,.14836502,15038793,5.73874,,0,1,237600,1,1,,.02201218,,,0,0,0,0,0,0,1,1,1,,,,,138.04584,,,0,0,0,0,0,0,0,,5.6392837,,15476863,0,,1.1616542e-08,0,0,0,0,0,0,0,0,625,,,,,,,,
Sudan,625,1,1,1971,1,1,1,.19353084,15476863,5.6392837,,0,1,237600,1,0,.14836502,.037454188,1.1616542e-08,1.1616542e-08,0,0,0,0,0,0,2,4,8,5.73874,237600,,15038793,134.12083,138.04584,,0,0,0,0,0,0,0,0,4.844409,6,15943615,0,,1.0230306e-08,0,0,0,0,0,0,0,0,625,,,,,,,,-2.7724705e-09
